Antigüedad,Calificacion,Empresa,Pais,CodigoCliente,PuntajeOriginal,Puesto,Tema,Dispositivo
8,baja,Grande,Argentina,10031587,1,Administracion,diseño,Tableta
12,baja,Grande,Argentina,10031591,2,Administracion,velocidad,Movil
22,alta,Grande,Argentina,10031613,7,Administracion,diseño,Tableta
20,alta,Grande,Argentina,10031620,7,Administracion,velocidad,PC
5,alta,Grande,Argentina,10031621,8,Administracion,velocidad,Tableta
3,baja,Grande,Argentina,10031629,5,Administracion,caracteristicas,Movil
43,baja,Grande,Argentina,10031649,4,Sistemas,seguridad,Tableta
3,baja,Grande,Argentina,10031650,5,Administracion,velocidad,PC
2,alta,Grande,Argentina,10031653,7,Administracion,velocidad,Tableta
27,alta,Grande,Argentina,10031659,9,Administracion,velocidad,Movil
3,baja,Grande,Argentina,10031661,1,Administracion,velocidad,Tableta
15,alta,Grande,Argentina,10031662,10,Administracion,velocidad,PC
54,alta,Grande,Argentina,10031663,8,Sistemas,caracteristicas,Tableta
50,baja,Grande,Argentina,10031664,1,Sistemas,velocidad,PC
19,alta,Grande,Argentina,10031667,8,Administracion,soporte,Tableta
49,baja,Grande,Argentina,10031668,4,Administracion,seguridad,Movil
21,alta,Grande,Argentina,10031671,6,Administracion,velocidad,Tableta
12,alta,Grande,Argentina,10031681,9,Administracion,soporte,PC
20,baja,Grande,Argentina,10031682,3,Sistemas,confiabilidad,Tableta
9,baja,Grande,Argentina,10031700,5,Administracion,velocidad,Movil
22,alta,Grande,Argentina,10031705,7,Administracion,velocidad,Tableta
19,baja,Grande,Argentina,10031708,3,Administracion,velocidad,PC
28,baja,Grande,Argentina,10031710,4,Administracion,velocidad,Tableta
14,baja,Grande,Argentina,10031711,3,Administracion,velocidad,Movil
9,alta,Grande,Argentina,10031714,8,Administracion,soporte,Tableta
17,baja,Grande,Argentina,10031716,1,Sistemas,velocidad,PC
6,baja,Grande,Argentina,10031717,1,Administracion,caracteristicas,Tableta
16,baja,Grande,Argentina,10031727,2,Administracion,caracteristicas,Movil
20,baja,Grande,Argentina,10031730,2,Administracion,confiabilidad,Tableta
12,alta,Grande,Argentina,10031740,10,Administracion,velocidad,PC
21,baja,Grande,Argentina,10031743,1,Administracion,velocidad,Tableta
3,alta,Grande,Argentina,10031747,8,Administracion,velocidad,PC
26,baja,Grande,Argentina,10031756,1,Administracion,velocidad,Tableta
19,alta,Grande,Argentina,10031761,6,Administracion,confiabilidad,Movil
9,alta,Grande,Argentina,10031765,6,Administracion,velocidad,Tableta
6,alta,Grande,Argentina,10031768,8,Administracion,caracteristicas,PC
5,baja,Grande,Argentina,10031770,1,Administracion,velocidad,Tableta
22,baja,Grande,Argentina,10031771,1,Administracion,velocidad,Movil
3,alta,Grande,Argentina,10031781,6,Administracion,seguridad,Tableta
0,baja,Grande,Argentina,10031787,2,Administracion,velocidad,PC
11,baja,Grande,Argentina,10031788,4,Administracion,caracteristicas,Tableta
23,baja,Grande,Argentina,10031790,3,Administracion,velocidad,Movil
19,alta,Grande,Argentina,10031796,7,Administracion,velocidad,Tableta
8,alta,Grande,Argentina,10031798,10,Administracion,seguridad,PC
12,baja,Grande,Argentina,10031808,2,Administracion,autonomia,Tableta
14,alta,Grande,Argentina,10031812,10,Administracion,caracteristicas,Movil
23,baja,Grande,Argentina,10031814,1,Administracion,navegacion,Tableta
24,alta,Grande,Argentina,10031816,8,Administracion,velocidad,PC
27,alta,Grande,Argentina,10031817,10,Administracion,velocidad,Tableta
29,baja,Grande,Argentina,10031822,5,Administracion,caracteristicas,PC
9,baja,Grande,Argentina,10031831,1,Administracion,velocidad,Tableta
1,alta,Grande,Argentina,10031844,7,Administracion,velocidad,Movil
5,alta,Grande,Argentina,10031845,7,Administracion,velocidad,Tableta
24,alta,Grande,Argentina,10031847,7,Administracion,caracteristicas,PC
20,baja,Grande,Argentina,10031848,3,Administracion,soporte,Tableta
38,alta,Grande,Argentina,10031850,9,Administracion,caracteristicas,Movil
4,alta,Grande,Argentina,10031877,10,Sistemas,otros,Tableta
18,alta,Grande,Argentina,10031881,8,Administracion,velocidad,PC
28,alta,Grande,Argentina,10031884,9,Administracion,velocidad,Tableta
28,baja,Grande,Argentina,10031886,3,Administracion,velocidad,Movil
10,alta,Grande,Argentina,10031895,10,Administracion,velocidad,Tableta
18,alta,Grande,Argentina,10031898,8,Administracion,velocidad,PC
17,baja,Grande,Argentina,10031899,4,Administracion,velocidad,Tableta
29,baja,Grande,Argentina,10031904,1,Administracion,confiabilidad,Movil
17,baja,Grande,Argentina,10031908,4,Administracion,soporte,Tableta
25,baja,Grande,Argentina,10031909,2,Sistemas,velocidad,PC
,baja,Grande,Argentina,10031911,3,Administracion,soporte,Tableta
11,baja,Grande,Argentina,10031914,5,Administracion,velocidad,PC
17,alta,Grande,Argentina,10031918,7,Sistemas,velocidad,Tableta
27,alta,Grande,Argentina,10031919,8,Administracion,velocidad,Movil
12,alta,Grande,Argentina,10031923,7,Administracion,velocidad,Tableta
14,baja,Grande,Argentina,10031931,2,Administracion,caracteristicas,PC
12,baja,Grande,Argentina,10031943,1,Administracion,confiabilidad,Tableta
6,baja,Grande,Argentina,10031950,4,Administracion,servicios,Movil
17,baja,Grande,Argentina,10031955,2,Administracion,velocidad,Tableta
9,alta,Grande,Argentina,10031968,7,Administracion,confiabilidad,PC
16,alta,Grande,Argentina,10031970,6,Administracion,velocidad,Tableta
25,alta,Grande,Argentina,10031974,6,Administracion,velocidad,Movil
10,alta,Grande,Argentina,10031975,9,Administracion,velocidad,Tableta
20,alta,Grande,Argentina,10031988,8,Administracion,confiabilidad,PC
9,alta,Grande,Argentina,10031989,6,Administracion,velocidad,Tableta
6,baja,Grande,Argentina,10031991,3,Sistemas,velocidad,Movil
2,alta,Grande,Argentina,10031999,9,Administracion,velocidad,Tableta
3,alta,Grande,Argentina,10032001,10,Administracion,velocidad,PC
5,alta,Grande,Argentina,10032002,9,Administracion,velocidad,Tableta
17,baja,Grande,Argentina,10032003,2,Administracion,velocidad,PC
4,alta,Grande,Argentina,10032006,8,Sistemas,soporte,Tableta
25,baja,Grande,Argentina,10032007,2,Administracion,velocidad,Movil
10,baja,Grande,Argentina,10032024,3,Administracion,diseño,Tableta
23,alta,Grande,Argentina,10032028,10,Sistemas,seguridad,PC
8,alta,Grande,Argentina,10032035,10,Sistemas,velocidad,Tableta
21,alta,Grande,Argentina,10032039,7,Sistemas,velocidad,Movil
26,alta,Grande,Argentina,10032041,6,Sistemas,velocidad,Tableta
9,alta,Grande,Argentina,10032045,8,Administracion,caracteristicas,PC
22,alta,Grande,Argentina,10032047,9,Administracion,caracteristicas,Tableta
22,baja,Grande,Argentina,10032050,4,Sistemas,velocidad,Movil
43,alta,Grande,Argentina,10032054,10,Administracion,uso,Tableta
27,baja,Grande,Argentina,10032061,1,Administracion,velocidad,PC
10,alta,Grande,Argentina,10032066,8,Administracion,velocidad,Tableta
50,baja,Grande,Argentina,10032070,5,Administracion,velocidad,Movil
28,alta,Grande,Argentina,10032089,6,Administracion,caracteristicas,Tableta
25,baja,Grande,Argentina,10032092,3,Administracion,caracteristicas,PC
,baja,Grande,Argentina,10032111,1,Administracion,navegacion,Tableta
18,baja,Grande,Argentina,10032117,3,Administracion,velocidad,PC
27,alta,Grande,Argentina,10032131,8,Administracion,velocidad,Tableta
3,baja,Grande,Argentina,10032139,4,Administracion,velocidad,Movil
12,baja,Grande,Argentina,10032140,2,Administracion,caracteristicas,Tableta
4,baja,Grande,Argentina,10032144,5,Administracion,velocidad,PC
22,alta,Grande,Argentina,10032159,10,Administracion,caracteristicas,Tableta
10,baja,Grande,Argentina,10032161,2,Administracion,velocidad,Movil
,baja,Grande,Argentina,10032165,5,Administracion,velocidad,Tableta
1,baja,Grande,Argentina,10032167,3,Administracion,velocidad,PC
27,baja,Grande,Argentina,10032190,3,Administracion,diseño,Tableta
27,alta,Grande,Argentina,10032196,9,Administracion,soporte,Movil
15,baja,Grande,Argentina,10032202,2,Administracion,velocidad,Tableta
16,alta,Grande,Argentina,10032219,8,Administracion,velocidad,PC
17,alta,Grande,Argentina,10032227,8,Administracion,soporte,Tableta
12,baja,Grande,Argentina,10032229,3,Administracion,velocidad,Movil
20,baja,Grande,Argentina,10032250,2,Administracion,diseño,Tableta
26,alta,Grande,Argentina,10032258,8,Administracion,velocidad,PC
3,baja,Grande,Argentina,10032265,4,Administracion,velocidad,Tableta
3,baja,Grande,Argentina,10032267,4,Administracion,velocidad,PC
25,alta,Grande,Argentina,10032269,9,Administracion,caracteristicas,Tableta
29,alta,Grande,Argentina,10032285,10,Administracion,diseño,Movil
13,alta,Grande,Argentina,10032288,9,Administracion,velocidad,Tableta
28,alta,Grande,Argentina,10032308,6,Administracion,velocidad,PC
14,alta,Grande,Argentina,10032309,6,Administracion,velocidad,Tableta
15,alta,Grande,Argentina,10032313,9,Administracion,velocidad,Movil
17,baja,Grande,Argentina,10032315,4,Administracion,velocidad,Tableta
23,baja,Grande,Argentina,10032316,5,Administracion,velocidad,PC
17,alta,Grande,Argentina,10032322,6,Administracion,servicios,Tableta
21,alta,Grande,Argentina,10032337,10,Administracion,velocidad,Movil
3,baja,Grande,Argentina,10032350,3,Administracion,velocidad,Tableta
2,baja,Grande,Argentina,10032351,2,Administracion,velocidad,PC
5,baja,Grande,Argentina,10032369,3,Sistemas,velocidad,Tableta
17,baja,Grande,Argentina,10032374,3,Administracion,diseño,Movil
7,alta,Grande,Argentina,10032378,8,Administracion,velocidad,Tableta
22,alta,Grande,Argentina,10032379,9,Administracion,caracteristicas,PC
10,alta,Grande,Argentina,10032390,8,Administracion,velocidad,Tableta
2,alta,Grande,Argentina,10032392,9,Administracion,velocidad,PC
9,baja,Grande,Argentina,10032393,5,Administracion,velocidad,Tableta
20,baja,Grande,Argentina,10032400,1,Administracion,velocidad,Movil
17,baja,Grande,Argentina,10032406,5,Administracion,velocidad,Tableta
26,alta,Grande,Argentina,10032421,7,Administracion,soporte,PC
22,alta,Grande,Argentina,10032423,8,Administracion,velocidad,Tableta
1,alta,Grande,Argentina,10032434,8,Administracion,velocidad,Movil
29,baja,Grande,Argentina,10032445,2,Administracion,velocidad,Tableta
11,baja,Grande,Argentina,10032446,3,Administracion,velocidad,PC
11,baja,Grande,Argentina,10032449,1,Administracion,velocidad,Tableta
9,alta,Grande,Argentina,10032451,10,Administracion,diseño,Movil
15,alta,Grande,Argentina,10032453,10,Administracion,velocidad,Tableta
10,alta,Grande,Argentina,10032459,9,Administracion,confiabilidad,PC
6,alta,Grande,Argentina,10032482,8,Administracion,velocidad,Tableta
24,alta,Grande,Argentina,10032505,10,Administracion,diseño,Movil
9,alta,Grande,Argentina,10032509,10,Administracion,velocidad,Tableta
10,alta,Grande,Argentina,10032536,7,Administracion,caracteristicas,PC
5,alta,Grande,Argentina,10032570,10,Administracion,diseño,Tableta
26,alta,Grande,Argentina,10032588,8,Administracion,velocidad,PC
27,baja,Grande,Argentina,10032589,2,Administracion,velocidad,Tableta
7,alta,Grande,Argentina,10032603,10,Administracion,precio,Movil
6,alta,Grande,Argentina,10032616,7,Administracion,velocidad,Tableta
,alta,Grande,Argentina,10032627,10,Administracion,diseño,PC
8,baja,Grande,Argentina,10032628,2,Administracion,velocidad,Tableta
6,alta,Grande,Argentina,10032633,7,Administracion,velocidad,Movil
9,alta,Grande,Argentina,10032649,9,Administracion,diseño,Tableta
24,baja,Grande,Argentina,10032655,2,Administracion,soporte,PC
0,baja,Grande,Argentina,10032657,4,Administracion,velocidad,Tableta
6,baja,Grande,Argentina,10032662,2,Administracion,velocidad,Movil
13,baja,Grande,Argentina,10032663,3,Administracion,velocidad,Tableta
10,baja,Grande,Argentina,10032668,3,Administracion,caracteristicas,PC
4,baja,Grande,Argentina,10032669,5,Administracion,servicios,Tableta
21,alta,Grande,Argentina,10032673,6,Administracion,confiabilidad,Movil
7,alta,Grande,Argentina,10032676,10,Administracion,diseño,Tableta
12,baja,Grande,Argentina,10032677,5,Administracion,velocidad,PC
22,baja,Grande,Argentina,10032682,2,Administracion,velocidad,Tableta
1,alta,Grande,Argentina,10032700,9,Administracion,precio,PC
25,baja,Grande,Argentina,10032709,5,Administracion,velocidad,Tableta
14,baja,Grande,Argentina,10032712,4,Administracion,soporte,Movil
1,alta,Grande,Argentina,10032741,8,Administracion,velocidad,Tableta
45,baja,Grande,Argentina,10032743,5,Administracion,velocidad,PC
8,alta,Grande,Argentina,10032752,8,Administracion,velocidad,Tableta
21,alta,Grande,Argentina,10032755,8,Administracion,velocidad,Movil
28,alta,Grande,Argentina,10032771,8,Administracion,velocidad,Tableta
9,alta,Grande,Argentina,10032781,7,Administracion,velocidad,PC
5,baja,Grande,Argentina,10032815,5,Administracion,velocidad,Tableta
4,alta,Grande,Argentina,10032822,7,Administracion,confiabilidad,Movil
22,alta,Grande,Argentina,10032824,9,Administracion,soporte,Tableta
28,baja,Grande,Argentina,10032831,4,Administracion,velocidad,PC
6,baja,Grande,Argentina,10032859,4,Administracion,velocidad,Tableta
16,alta,Grande,Argentina,10032863,10,Administracion,diseño,Movil
18,baja,Grande,Argentina,10032864,2,Administracion,velocidad,Tableta
1,baja,Grande,Argentina,10032871,3,Administracion,diseño,PC
16,baja,Grande,Argentina,10032876,1,Administracion,soporte,Tableta
28,alta,Grande,Argentina,10032879,9,Administracion,diseño,PC
13,alta,Grande,Argentina,10032881,8,Administracion,velocidad,Tableta
13,baja,Grande,Argentina,10032896,5,Administracion,diseño,Movil
17,alta,Grande,Argentina,10032903,10,Administracion,velocidad,Tableta
26,baja,Grande,Argentina,10032907,2,Administracion,seguridad,PC
12,baja,Grande,Argentina,10032911,4,Administracion,diseño,Tableta
2,alta,Grande,Argentina,10032927,8,Administracion,diseño,Movil
22,alta,Grande,Argentina,10032930,9,Administracion,velocidad,Tableta
12,alta,Grande,Argentina,10032931,10,Administracion,velocidad,PC
17,alta,Grande,Argentina,10032936,9,Administracion,velocidad,Tableta
9,baja,Grande,Argentina,10032937,4,Administracion,velocidad,Movil
21,baja,Grande,Argentina,10032944,2,Administracion,soporte,Tableta
6,alta,Grande,Argentina,10032954,9,Administracion,velocidad,PC
2,baja,Grande,Argentina,10032973,5,Sistemas,otros,Tableta
16,baja,Grande,Argentina,10033007,4,Administracion,velocidad,Movil
9,alta,Grande,Argentina,10033024,10,Administracion,velocidad,Tableta
1,alta,Grande,Argentina,10033029,9,Administracion,servicios,PC
16,baja,Grande,Argentina,10033037,4,Administracion,velocidad,Tableta
9,alta,Grande,Argentina,10033078,9,Administracion,velocidad,PC
25,alta,Grande,Argentina,10033079,8,Administracion,velocidad,Tableta
29,alta,Grande,Argentina,10033085,8,Administracion,velocidad,Movil
4,alta,Grande,Argentina,10033093,6,Administracion,velocidad,Tableta
15,baja,Grande,Argentina,10033094,3,Administracion,velocidad,PC
27,baja,Grande,Argentina,10033096,1,Administracion,velocidad,Tableta
17,alta,Grande,Argentina,10033107,8,Administracion,diseño,Movil
17,alta,Grande,Argentina,10033117,8,Administracion,velocidad,Tableta
18,alta,Grande,Argentina,10033119,8,Sistemas,diseño,PC
27,alta,Grande,Argentina,10033127,10,Administracion,soporte,Tableta
8,baja,Grande,Argentina,10033138,1,Administracion,diseño,Movil
3,baja,Grande,Argentina,10033139,1,Administracion,velocidad,Tableta
16,alta,Grande,Argentina,10033145,10,Administracion,velocidad,PC
1,alta,Grande,Argentina,10033149,7,Administracion,velocidad,Tableta
10,alta,Grande,Argentina,10033160,7,Administracion,soporte,Movil
2,alta,Grande,Argentina,10033166,7,Sistemas,velocidad,Tableta
26,baja,Grande,Argentina,10033168,3,Administracion,velocidad,PC
4,baja,Grande,Argentina,10033172,4,Administracion,velocidad,Tableta
25,alta,Grande,Argentina,10033185,9,Administracion,servicios,PC
4,baja,Grande,Argentina,10033188,1,Administracion,confiabilidad,Tableta
16,baja,Grande,Argentina,10033196,1,Administracion,velocidad,Movil
13,baja,Grande,Argentina,10033198,5,Sistemas,velocidad,Tableta
13,alta,Grande,Argentina,10033200,9,Sistemas,velocidad,PC
10,baja,Grande,Argentina,10033212,1,Administracion,velocidad,Tableta
7,alta,Grande,Argentina,10033221,7,Administracion,velocidad,Movil
10,baja,Grande,Argentina,10033224,1,Sistemas,velocidad,Tableta
2,alta,Grande,Argentina,10033232,6,Administracion,velocidad,PC
13,alta,Grande,Argentina,10033235,8,Administracion,velocidad,Tableta
23,baja,Grande,Argentina,10033247,2,Administracion,caracteristicas,Movil
3,baja,Grande,Argentina,10033255,4,Administracion,velocidad,Tableta
2,baja,Grande,Argentina,10033269,5,Administracion,velocidad,PC
12,baja,Grande,Argentina,10033273,3,Administracion,caracteristicas,Tableta
12,baja,Grande,Argentina,10033276,5,Administracion,soporte,Movil
28,alta,Grande,Argentina,10033281,7,Administracion,caracteristicas,Tableta
24,baja,Grande,Argentina,10033285,3,Administracion,velocidad,PC
3,alta,Grande,Argentina,10033289,7,Administracion,velocidad,Tableta
21,alta,Grande,Argentina,10033323,10,Administracion,velocidad,PC
17,baja,Grande,Argentina,10033331,1,Administracion,velocidad,Tableta
7,alta,Grande,Argentina,10033341,7,Administracion,velocidad,Movil
29,baja,Grande,Argentina,10033361,4,Administracion,velocidad,Tableta
7,alta,Grande,Argentina,10033367,7,Administracion,velocidad,PC
29,alta,Grande,Argentina,10033384,6,Administracion,velocidad,Tableta
21,baja,Grande,Argentina,10033387,3,Administracion,velocidad,Movil
10,baja,Grande,Argentina,10033389,5,Administracion,servicios,Tableta
3,alta,Grande,Argentina,10033401,8,Administracion,diseño,PC
4,baja,Grande,Argentina,10033433,2,Sistemas,velocidad,Tableta
28,alta,Grande,Argentina,10033440,10,Administracion,velocidad,Movil
10,baja,Grande,Argentina,10033466,2,Administracion,velocidad,Tableta
16,alta,Grande,Argentina,10033475,6,Administracion,caracteristicas,PC
4,baja,Grande,Argentina,10033489,4,Administracion,velocidad,Tableta
17,baja,Grande,Argentina,10033524,3,Administracion,velocidad,Movil
15,alta,Grande,Argentina,10033530,8,Administracion,caracteristicas,Tableta
5,baja,Grande,Argentina,10033534,3,Administracion,caracteristicas,PC
3,baja,Grande,Argentina,10033536,3,Administracion,velocidad,Tableta
7,alta,Grande,Argentina,10033585,7,Administracion,soporte,PC
23,baja,Grande,Argentina,10033597,5,Administracion,velocidad,Tableta
20,baja,Grande,Argentina,10033600,3,Administracion,velocidad,Movil
6,alta,Grande,Argentina,10033606,7,Administracion,soporte,Tableta
10,alta,Grande,Argentina,10033611,6,Administracion,seguridad,PC
13,baja,Grande,Argentina,10033635,1,Administracion,velocidad,Tableta
7,alta,Grande,Argentina,10033660,7,Administracion,velocidad,Movil
11,alta,Grande,Argentina,10033670,9,Administracion,velocidad,Tableta
3,baja,Grande,Argentina,10033672,1,Administracion,soporte,PC
2,alta,Grande,Argentina,10033677,7,Administracion,velocidad,Tableta
29,alta,Grande,Argentina,10033689,9,Sistemas,velocidad,Movil
24,alta,Grande,Argentina,10033702,6,Administracion,velocidad,Tableta
24,baja,Grande,Argentina,10033714,4,Administracion,confiabilidad,PC
14,baja,Grande,Argentina,10033739,5,Administracion,uso,Tableta
3,alta,Grande,Argentina,10033755,9,Administracion,caracteristicas,Movil
6,baja,Grande,Argentina,10033783,5,Administracion,velocidad,Tableta
15,baja,Grande,Argentina,10033785,1,Administracion,velocidad,PC
5,alta,Grande,Argentina,10033790,10,Administracion,velocidad,Tableta
7,baja,Grande,Argentina,10033803,1,Administracion,velocidad,PC
14,baja,Grande,Argentina,10033808,2,Administracion,velocidad,Tableta
7,alta,Grande,Argentina,10033812,7,Administracion,velocidad,Movil
,baja,Grande,Argentina,10033831,4,Administracion,velocidad,Tableta
12,alta,Grande,Argentina,10033838,10,Administracion,soporte,PC
27,alta,Grande,Argentina,10033851,10,Administracion,velocidad,Tableta
12,baja,Grande,Argentina,10033859,5,Administracion,diseño,Movil
2,alta,Grande,Argentina,10033873,9,Administracion,velocidad,Tableta
23,alta,Grande,Argentina,10033875,9,Administracion,velocidad,PC
7,alta,Grande,Argentina,10033926,9,Administracion,velocidad,Tableta
17,alta,Grande,Argentina,10033929,9,Administracion,diseño,Movil
18,alta,Grande,Argentina,10033945,6,Administracion,velocidad,Tableta
24,baja,Grande,Argentina,10033946,3,Administracion,diseño,PC
1,alta,Grande,Argentina,10033949,8,Sistemas,velocidad,Tableta
18,baja,Grande,Argentina,10033953,5,Administracion,velocidad,Movil
25,baja,Grande,Argentina,10033958,5,Sistemas,velocidad,Tableta
24,alta,Grande,Argentina,10033959,10,Administracion,caracteristicas,PC
15,alta,Grande,Argentina,10033968,7,Administracion,velocidad,Tableta
24,baja,Grande,Argentina,10033983,4,Administracion,diseño,PC
5,baja,Grande,Argentina,10033991,2,Administracion,velocidad,Tableta
17,alta,Grande,Argentina,10034007,8,Administracion,velocidad,Movil
20,baja,Grande,Argentina,10034014,3,Administracion,soporte,Tableta
17,baja,Grande,Argentina,10034027,5,Administracion,velocidad,PC
3,baja,Grande,Argentina,10034047,5,Sistemas,velocidad,Tableta
25,baja,Grande,Argentina,10034056,5,Administracion,diseño,Movil
22,alta,Grande,Argentina,10034061,9,Administracion,velocidad,Tableta
8,baja,Grande,Argentina,10034074,4,Administracion,velocidad,PC
22,alta,Grande,Argentina,10034079,8,Administracion,caracteristicas,Tableta
18,baja,Grande,Argentina,10034093,5,Sistemas,soporte,Movil
3,baja,Grande,Argentina,10034099,3,Administracion,velocidad,Tableta
22,alta,Grande,Argentina,10034117,7,Administracion,caracteristicas,PC
2,baja,Grande,Argentina,10034131,3,Administracion,velocidad,Tableta
26,baja,Grande,Argentina,10034133,4,Administracion,diseño,Movil
11,alta,Grande,Argentina,10034140,9,Sistemas,otros,Tableta
1,baja,Grande,Argentina,10034142,5,Administracion,diseño,PC
20,alta,Grande,Argentina,10034164,8,Administracion,velocidad,Tableta
5,baja,Grande,Argentina,10034181,4,Administracion,velocidad,PC
27,alta,Grande,Argentina,10034197,6,Administracion,velocidad,Tableta
3,alta,Grande,Argentina,10034205,8,Administracion,velocidad,Movil
15,baja,Grande,Argentina,10034210,2,Administracion,otros,Tableta
34,baja,Grande,Argentina,10034219,1,Administracion,caracteristicas,PC
12,baja,Grande,Argentina,10034221,3,Administracion,velocidad,Tableta
2,baja,Grande,Argentina,10034225,1,Sistemas,velocidad,Movil
15,alta,Grande,Argentina,10034228,10,Administracion,velocidad,Tableta
28,alta,Grande,Argentina,10034238,7,Administracion,velocidad,PC
27,alta,Grande,Argentina,10034251,8,Sistemas,caracteristicas,Tableta
16,baja,Grande,Argentina,10034285,1,Sistemas,velocidad,Movil
,alta,Grande,Argentina,10034290,6,Administracion,diseño,Tableta
22,alta,Grande,Argentina,10034299,8,Administracion,velocidad,PC
7,alta,Grande,Argentina,10034304,7,Administracion,velocidad,Tableta
5,baja,Grande,Argentina,10034331,3,Administracion,velocidad,Movil
29,baja,Grande,Argentina,10034352,4,Administracion,velocidad,Tableta
2,baja,Grande,Argentina,10034354,5,Administracion,velocidad,PC
12,alta,Grande,Argentina,10034423,7,Administracion,velocidad,Tableta
5,baja,Grande,Argentina,10034477,5,Sistemas,velocidad,PC
25,baja,Grande,Argentina,10034485,4,Administracion,velocidad,Tableta
20,baja,Grande,Argentina,10034499,1,Administracion,velocidad,Movil
2,baja,Grande,Argentina,10034522,1,Sistemas,velocidad,Tableta
4,baja,Grande,Argentina,10034531,2,Administracion,velocidad,PC
18,alta,Grande,Argentina,10034543,8,Administracion,caracteristicas,Tableta
3,alta,Grande,Argentina,10034546,10,Administracion,diseño,Movil
24,baja,Grande,Argentina,10034572,1,Administracion,velocidad,Tableta
27,baja,Grande,Argentina,10034589,1,Sistemas,velocidad,PC
26,baja,Grande,Argentina,10034594,5,Administracion,soporte,Tableta
15,baja,Grande,Argentina,10034608,1,Administracion,caracteristicas,Movil
26,baja,Grande,Argentina,10034615,3,Administracion,diseño,Tableta
28,baja,Grande,Argentina,10034641,2,Administracion,caracteristicas,PC
3,alta,Grande,Argentina,10034669,7,Administracion,velocidad,Tableta
16,alta,Grande,Argentina,10034680,10,Administracion,velocidad,Movil
20,alta,Grande,Argentina,10034697,9,Administracion,velocidad,Tableta
4,alta,Grande,Argentina,10034708,9,Administracion,velocidad,PC
12,alta,Grande,Argentina,10034715,7,Administracion,velocidad,Tableta
15,alta,Grande,Argentina,10034719,6,Administracion,velocidad,PC
21,alta,Grande,Argentina,10034730,6,Administracion,diseño,Tableta
1,alta,Grande,Argentina,10034744,7,Administracion,velocidad,Movil
13,alta,Grande,Argentina,10034763,8,Administracion,velocidad,Tableta
5,alta,Grande,Argentina,10034805,7,Administracion,precio,PC
7,alta,Grande,Argentina,10034824,10,Administracion,diseño,Tableta
7,baja,Grande,Argentina,10034826,5,Administracion,servicios,Movil
23,alta,Grande,Argentina,10034859,8,Administracion,precio,Tableta
3,baja,Grande,Argentina,10034860,1,Administracion,precio,PC
4,baja,Grande,Argentina,10034874,5,Administracion,velocidad,Tableta
24,alta,Grande,Argentina,10034876,9,Administracion,velocidad,Movil
22,baja,Grande,Argentina,10034882,3,Administracion,velocidad,Tableta
15,baja,Grande,Argentina,10034895,1,Sistemas,velocidad,PC
18,baja,Grande,Argentina,10034915,3,Administracion,velocidad,Tableta
3,baja,Grande,Argentina,10034920,1,Administracion,velocidad,Movil
23,baja,Grande,Argentina,10034928,3,Administracion,velocidad,Tableta
17,alta,Grande,Argentina,10034938,9,Administracion,velocidad,PC
7,baja,Grande,Argentina,10034941,3,Administracion,navegacion,Tableta
29,alta,Grande,Argentina,10034959,7,Sistemas,velocidad,PC
26,alta,Grande,Argentina,10034964,7,Administracion,velocidad,Tableta
20,baja,Grande,Argentina,10034974,3,Administracion,servicios,Movil
29,baja,Grande,Argentina,10034975,4,Sistemas,caracteristicas,Tableta
12,alta,Grande,Argentina,10034979,6,Administracion,velocidad,PC
27,baja,Grande,Argentina,10034983,1,Administracion,diseño,Tableta
23,baja,Grande,Argentina,10034994,4,Administracion,caracteristicas,Movil
13,baja,Grande,Argentina,10034997,5,Administracion,velocidad,Tableta
19,alta,Grande,Argentina,10035005,10,Administracion,velocidad,PC
22,alta,Grande,Argentina,10035027,9,Administracion,velocidad,Tableta
25,baja,Grande,Argentina,10035030,5,Sistemas,servicios,Movil
10,baja,Grande,Argentina,10035040,5,Administracion,velocidad,Tableta
23,alta,Grande,Argentina,10035041,6,Administracion,caracteristicas,PC
26,baja,Grande,Argentina,10035060,4,Administracion,velocidad,Tableta
24,baja,Grande,Argentina,10035070,2,Administracion,velocidad,Movil
22,alta,Grande,Argentina,10035088,6,Administracion,caracteristicas,Tableta
5,baja,Grande,Argentina,10035094,2,Administracion,velocidad,PC
27,baja,Grande,Argentina,10035097,1,Administracion,velocidad,Tableta
20,alta,Grande,Argentina,10035100,7,Administracion,soporte,PC
21,alta,Grande,Argentina,10035102,8,Administracion,precio,Tableta
22,alta,Grande,Argentina,10035126,6,Administracion,caracteristicas,Movil
27,alta,Grande,Argentina,10035149,6,Administracion,velocidad,Tableta
20,alta,Grande,Argentina,10035150,7,Administracion,velocidad,PC
2,baja,Grande,Argentina,10035168,2,Administracion,velocidad,Tableta
22,alta,Grande,Argentina,10035174,9,Sistemas,velocidad,Movil
23,alta,Grande,Argentina,10035189,10,Administracion,velocidad,Tableta
13,alta,Grande,Argentina,10035194,6,Administracion,velocidad,PC
12,alta,Grande,Argentina,10035212,10,Administracion,diseño,Tableta
7,baja,Grande,Argentina,10035216,5,Administracion,confiabilidad,Movil
9,alta,Grande,Argentina,10035226,10,Administracion,soporte,Tableta
22,alta,Grande,Argentina,10035242,6,Sistemas,velocidad,PC
5,alta,Grande,Argentina,10035270,9,Administracion,caracteristicas,Tableta
